neuron_name,neuron_id,neurite_surface_nmo,neurite_volume_nmo,pk_classic_nmo,bif_ampl_local_nmo,fractal_dim_nmo,soma_surface_nmo,n_stems_nmo,n_bifs_nmo,n_branch_nmo,width_nmo,height_nmo,depth_nmo,diameter_nmo,euc_distance_nmo,path_distance_nmo,branch_order_nmo,contraction_nmo,fragmentation_nmo,partition_asymmetry_nmo,bif_ampl_remote_nmo,neurite_length_nmo
737089555_transformed,162203,11152.6,1539.6,1.87554,74.9733,1.02428,361.23,9.0,42.0,93.0,265.82,536.539,214.37,0.501154,408.561,526.831,10.0,0.907063,5120.0,0.467731,53.6792,7001.31
737134157_transformed,162195,26048.3,4453.38,1.80674,79.7388,1.02842,783.265,8.0,68.0,144.0,402.975,747.55,250.7,0.566097,656.111,797.032,15.0,0.887388,10718.0,0.369617,51.5196,14516.0
737158657_transformed,162156,29202.6,4966.31,1.9569,69.8354,1.04799,386.057,8.0,60.0,128.0,411.254,939.05,255.81,0.612035,912.771,1090.22,13.0,0.830646,10513.0,0.361573,48.252,15060.4
737293981_transformed,162161,9775.29,1632.85,1.64427,76.4634,1.04804,435.179,5.0,13.0,31.0,287.751,1358.84,197.29,0.580882,1283.81,1486.29,8.0,0.825986,4371.0,0.512821,48.1004,5335.31
737424303_transformed,162147,26032.6,3830.34,1.90872,76.1469,1.02266,410.999,9.0,74.0,157.0,359.881,874.65,308.83,0.521616,749.217,894.418,13.0,0.904713,11670.0,0.459064,47.3856,15776.0
737820466_transformed,162146,12627.5,2054.47,1.78633,79.7468,1.02842,610.028,7.0,33.0,73.0,277.309,662.26,220.52,0.556286,505.771,626.552,9.0,0.885311,5178.0,0.480808,55.611,7126.75
737988336_transformed,162107,21406.9,4362.41,1.78159,69.7161,1.03247,483.314,5.0,44.0,93.0,432.63,693.55,271.09,0.663744,645.846,744.719,12.0,0.871853,7106.0,0.463582,56.4884,10146.9
758285403_transformed,162135,5042.01,999.964,1.68049,79.9283,1.03217,246.171,7.0,16.0,39.0,190.417,233.179,155.26,0.626705,191.86,237.685,6.0,0.87362,1695.0,0.314583,74.5042,2518.87
758286194_transformed,162196,14782.5,2268.63,1.83178,73.5171,1.03175,331.879,6.0,38.0,82.0,286.532,572.539,235.19,0.564717,510.286,677.127,12.0,0.879155,5637.0,0.47763,61.9421,8278.3
758311336_transformed,162110,10076.9,3417.92,1.80301,87.2605,1.03723,465.76,7.0,29.0,65.0,277.619,1144.14,179.97,0.429088,1074.12,1261.91,14.0,0.857262,5559.0,0.564599,61.0084,7207.54
758312441_transformed,162131,11188.9,2288.04,1.81578,65.3171,1.03229,726.241,5.0,23.0,51.0,238.429,1163.16,162.49,0.741581,1159.98,1402.33,8.0,0.872939,3438.0,0.550483,52.8958,4883.29
H16-06-010-01-03-14-02_599474317_m,87007,47606.7,9590.53,1.9733,78.0562,1.0228,1046.83,10.0,124.0,258.0,915.094,989.088,122.15,0.50221,886.566,1207.82,17.0,0.915222,24797.0,0.492877,56.0577,29080.8
H16-06-011-01-01-05-01_563181391_m,87008,36661.1,2627.69,1.99995,94.8275,1.03765,685.375,7.0,219.0,445.0,1050.87,818.104,156.43,0.256523,752.259,1919.68,21.0,0.839211,34825.0,0.54638,91.7982,45982.8
H16-06-011-01-01-05-03_562185850_m,87009,18908.2,2864.63,1.93718,75.1031,1.03684,590.432,10.0,66.0,142.0,349.39,579.689,114.23,0.550334,528.331,664.235,16.0,0.878025,9458.0,0.50301,49.41,10916.0
H16-06-011-01-01-05-05_562185827_m,87010,27529.8,5760.6,1.75527,63.244,1.03534,1318.85,7.0,62.0,131.0,360.784,935.481,110.6,0.638507,800.882,860.612,17.0,0.892897,11632.0,0.52304,45.2546,13702.0
H16-06-011-01-01-10-02_712564571_m,102571,42154.4,10911.4,1.99149,70.7228,1.04357,841.593,8.0,100.0,208.0,676.239,739.12,187.47,0.640999,596.093,866.469,12.0,0.850443,18078.0,0.438662,67.0198,20908.0
H16-06-011-01-01-10-04_702516390_m,102572,37675.6,9665.06,1.87377,70.8888,1.02633,826.551,7.0,94.0,195.0,462.342,588.11,136.18,0.709047,500.463,894.479,15.0,0.902728,12711.0,0.50249,63.5694,16003.6
H16-06-012-11-06-01_563818907_m,87012,23692.6,3105.01,2.0,81.9361,1.02911,693.484,8.0,85.0,178.0,1559.5,601.0,151.63,0.404224,1360.51,1557.47,14.0,0.904294,15940.0,0.539987,62.977,18544.2
H16-06-012-11-06-02_571972059_m,87013,20840.6,3585.77,1.69498,64.3881,1.032,1419.64,5.0,44.0,93.0,337.681,1418.48,125.91,0.593454,1267.38,1337.61,21.0,0.898578,9394.0,0.646799,51.985,10979.0
H16-06-012-11-06-06_571972033_m,87014,19754.0,4247.35,1.64433,83.4014,1.02859,939.679,6.0,52.0,110.0,339.692,945.3,176.96,0.560923,1073.0,1137.82,20.0,0.903632,9110.0,0.663138,73.4748,11189.8
H16-06-012-11-08-02_599474489_m,87015,25715.4,3228.97,1.96863,73.4487,1.03397,411.767,7.0,130.0,267.0,846.988,1535.19,95.26,0.34523,1210.27,1302.2,20.0,0.890251,20064.0,0.557192,64.7469,23352.0
H16-06-012-11-08-03_569858706_m,87016,41431.8,5137.49,1.94857,75.9514,1.02618,923.965,12.0,168.0,348.0,785.902,1078.39,147.19,0.364307,1027.68,1427.63,18.0,0.899447,30105.0,0.507328,66.2836,35861.5
H16-06-012-11-08-04_572837072_m,87017,41144.7,5829.64,1.98223,79.8437,1.02212,1093.44,9.0,141.0,291.0,1186.8,1440.7,151.33,0.414521,1089.89,1360.29,17.0,0.918449,26091.0,0.470813,61.657,31253.9
H16-06-012-11-08-05_572836836_m,87018,25103.9,3682.66,1.9098,74.4086,1.0227,804.367,9.0,110.0,229.0,496.481,1025.1,140.77,0.431979,607.34,896.856,14.0,0.909009,15545.0,0.415793,63.2142,18561.5
H16-06-013-11-16-01_687434349_m,102573,17788.6,1747.8,1.99605,75.3732,1.01889,640.925,5.0,128.0,261.0,651.457,624.389,84.62,0.299145,454.047,875.646,16.0,0.92348,15897.0,0.512077,66.3083,18892.4
H16-06-013-11-16-02_689123605_m,102574,13191.4,1980.01,1.91299,76.5418,1.01914,422.475,5.0,43.0,91.0,421.28,1035.05,93.54,0.458001,943.359,994.573,11.0,0.926007,7805.0,0.568022,59.0678,9108.98
H16-06-013-11-18-02_696537235_m,102575,26972.1,5964.62,1.95661,81.5327,1.03724,537.606,5.0,54.0,113.0,856.541,1415.16,164.27,0.570678,1623.55,1750.03,11.0,0.863614,12279.0,0.468235,72.665,14916.0
H16-06-013-12-08-03_691757016_m,102576,16336.7,1476.6,1.99915,75.0773,1.02194,594.68,4.0,139.0,282.0,716.877,847.091,139.62,0.269568,600.107,913.696,24.0,0.902447,16299.0,0.625967,69.5044,19232.8
H16-06-013-12-08-06_695330591_m,102577,24777.6,3189.15,2.0,85.8177,1.0248,1091.49,4.0,145.0,294.0,800.762,678.571,111.58,0.329638,625.276,885.036,14.0,0.902817,19657.0,0.479409,71.025,23600.4
H17-06-005-12-15-05_675855243_m,102590,29873.0,4355.69,1.9567,79.3204,1.01838,683.221,6.0,104.0,214.0,994.94,1061.57,137.47,0.406568,780.266,1017.65,12.0,0.92472,19603.0,0.499682,62.9522,23214.1
H17-06-005-12-16-03_606347962_m,87039,13833.9,1907.26,2.0,77.7548,1.02694,541.361,8.0,54.0,116.0,573.099,559.489,108.35,0.460442,482.648,599.104,8.0,0.909772,8164.0,0.545414,61.9561,9513.78
H17-06-005-13-05-02_584238107_m,87040,12623.1,1876.63,1.79361,95.6494,1.03394,543.797,5.0,47.0,99.0,343.02,1320.9,82.6,0.447124,1020.39,1285.33,13.0,0.868695,7641.0,0.65394,91.1103,8974.46
H17-06-005-13-05-06_603515571_m,87041,11229.0,1950.47,1.92635,83.0874,1.02768,828.788,6.0,42.0,90.0,433.48,581.101,70.16,0.546562,444.983,488.016,8.0,0.914091,5576.0,0.42619,66.4532,6467.33
H17-06-005-13-09-02_705676705_m,102591,10607.3,1199.11,1.99961,74.7775,1.02179,363.724,5.0,54.0,113.0,427.014,786.31,110.24,0.346493,651.675,1088.33,13.0,0.914749,8304.0,0.556358,65.1768,9663.34
H17-06-006-11-08-02_606834771_m,87042,37955.7,5809.37,2.01193,75.3735,1.03608,759.11,7.0,114.0,235.0,1454.78,1402.38,157.09,0.38535,1363.74,1672.76,12.0,0.866517,26160.0,0.424953,59.3158,31270.6
H17-06-006-11-08-04_585893370_m,87043,23909.5,3138.98,1.99245,85.1441,1.02736,842.873,6.0,106.0,218.0,900.493,1059.7,106.16,0.346482,808.704,1483.55,15.0,0.894845,18590.0,0.53609,76.8244,21524.7
